Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Evan Carter,TEX,110,476,414,100,65,19,3,12,59,51,50,1,106,8,3,1,,19,5,0.240209,0.104109,0.222383,0.468152,0.330982,0.389022,0.317241,0.720003,0.148812,6.28485,0.292664,0.265213,0.930807,57.8607,1.61761,104.484,1.19602,-1.54151,3.7119088172912598,-0.7415097951889038,1.98011,278.30999755859375,,,,,,,527.1,4.791818181,527.1,4.791818181,,,,,,,,,,,,,,,,,,,Rangers,27790,694497
Harrison Bader,SFG,120,518,471,118,81,21,1,15,61,57,33,0,122,9,4,1,,15,6,0.251299,0.0636866,0.236146,0.269692,0.30947,0.394723,0.307535,0.704193,0.143424,5.03221,0.306601,-0.0102009,-0.241277,58.8843,-2.32136,98.6502,-0.251478,1.27642,-1.0801657736301422,3.126421570777893,1.97261,557.4199829101562,,,,,,,535.1,4.459166666,535.1,4.459166666,,,,,,,,,,,,,,,,,,,Giants,18030,664056
Colt Keith,DET,115,497,444,117,75,24,2,15,63,63,46,1,104,3,4,0,,3,1,0.264039,0.0916619,0.209187,0.438182,0.334287,0.4328,0.332619,0.767087,0.168761,3.79663,0.31013,0.624826,-0.689506,66.6188,7.89445,113.422,-0.0646801,0.206186,7.7975383177399635,-5.668813571333885,1.96795,494.5199890136719,,,,,,,583.1,5.070434782,583.1,5.070434782,,,,,,,,,,,,,,,,,,,Tigers,27899,690993
TJ Friedl,CIN,144,623,537,132,92,21,3,15,76,61,64,0,105,14,5,4,,13,3,0.2448,0.10252,0.169302,0.605547,0.337471,0.379962,0.318839,0.717433,0.135162,5.06368,0.276719,0.281485,0.162261,76.5378,2.92557,99.12,0.443746,-0.922193,-0.20604455471038818,-1.2971930503845215,1.96687,266.010009765625,,,,,,,671.5,4.663194444,671.5,4.663194444,,,,,,,,,,,,,,,,,,,Reds,19522,670770
Justin Crawford,PHI,123,532,483,134,101,22,3,8,70,54,39,0,110,2,3,5,,28,7,0.276442,0.0730217,0.20706,0.352659,0.33106,0.382986,0.313942,0.714046,0.106544,6.49127,0.342004,-0.0267534,1.67017,63.2431,0.383235,99.0353,1.64341,-1.5002,1.0351149439811707,0.29979825019836426,1.94749,999.0,,,,,,,580.1,4.716260162,580.1,4.716260162,,,,,,,,,,,,,,,,,,,Phillies,sa3020240,702222
Anthony Volpe,NYY,109,469,424,97,58,22,3,14,54,53,36,0,112,4,3,2,,17,5,0.228018,0.0776237,0.238566,0.325376,0.29285,0.391039,0.29785,0.683889,0.163021,5.99139,0.274805,0.540788,0.677487,49.6262,-5.78977,90.8499,1.21827,1.61682,-3.8396413326263428,6.641821503639221,1.93825,635.4299926757812,,,,,,,470.0,4.311926605,470.0,4.311926605,,,,,,,,,,,,,,,,,,,Yankees,27647,683011
Spencer Torkelson,DET,147,637,556,131,72,29,1,28,80,88,69,3,165,7,5,1,,2,0,0.235397,0.107663,0.259476,0.414925,0.324332,0.44534,0.331739,0.769672,0.209943,2.87856,0.279004,0.0826664,-0.693057,84.9296,9.66311,112.816,-0.610391,-0.377836,9.011405766010284,-12.002836018800735,1.93709,186.3699951171875,,,,,,,762.4,5.186394557,762.4,5.186394557,,,,,,,,,,,,,,,,,,,Tigers,27465,679529
Kyle Stowers,MIA,117,504,445,108,61,22,3,22,60,69,48,2,142,7,4,1,,4,1,0.24284,0.0952303,0.282541,0.337049,0.323413,0.452659,0.33376,0.776073,0.209819,4.29105,0.302805,0.17564,-0.530408,68.0238,8.47227,112.88,-0.354768,0.0102903,7.339118272066116,-5.389709294773638,1.91505,155.69000244140625,,,,,,,617.3,5.276068376,617.3,5.276068376,,,,,,,,,,,,,,,,,,,Marlins,26151,669065
Carlos Narváez,BOS,107,423,373,85,53,20,0,11,46,46,42,1,110,4,3,1,,3,1,0.227936,0.0989931,0.260368,0.380204,0.310798,0.374765,0.302285,0.685563,0.146829,3.04506,0.289883,-0.276998,-0.486511,46.282,-3.69875,88.5807,-0.763509,1.43322,-6.456654727458954,9.38322103023529,1.91306,439.5199890136719,,,,,,,405.3,3.787850467,405.3,3.787850467,,,,,,,,,,,,,,,,,,,Red Sox,19722,665966
Addison Barger,TOR,120,518,466,115,66,27,1,20,64,72,45,2,122,4,3,0,,4,2,0.246492,0.0859532,0.235033,0.365707,0.315927,0.440256,0.325906,0.756182,0.193764,3.43076,0.289298,0.0,-0.642309,66.6102,5.40453,109.652,-0.642309,-1.61767,5.250284731388092,-4.467668294906616,1.90417,194.10000610351562,,,,,,,599.0,4.991666666,599.0,4.991666666,,,,,,,,,,,,,,,,,,,Blue Jays,24598,680718
Spencer Horwitz,PIT,115,497,431,116,75,29,1,11,59,54,56,1,90,6,3,1,,2,1,0.269128,0.113593,0.180598,0.628982,0.358802,0.418296,0.341097,0.777098,0.149169,2.88206,0.314192,-0.340696,-0.833325,70.0398,11.3154,117.364,-1.17402,1.86572,9.05428922176361,-7.209279298782349,1.88054,739.9299926757812,,,,,,,598.8,5.206956521,598.8,5.206956521,,,,,,,,,,,,,,,,,,,Pirates,26477,687462
Vinnie Pasquantino,KCR,147,637,570,148,88,31,1,28,74,94,55,3,94,6,6,0,,1,0,0.260284,0.0856987,0.148206,0.578241,0.328208,0.466213,0.339938,0.794421,0.205929,2.39314,0.265359,-0.999794,-0.802124,89.1696,13.9031,115.697,-1.80192,-1.80404,9.983298897743225,-13.829038858413696,1.84968,76.80999755859375,,,,,,,802.5,5.459183673,802.5,5.459183673,,,,,,,,,,,,,,,,,,,Royals,27676,686469
Carson Kelly,CHC,94,373,330,77,51,13,1,12,41,43,35,0,76,4,3,1,,2,0,0.233347,0.0947466,0.204187,0.464019,0.312777,0.387108,0.307661,0.699885,0.153761,3.35148,0.265568,-0.592612,-0.326673,42.4394,-1.63347,98.1353,-0.919284,2.38899,-1.743648648262024,8.738991022109985,1.84226,603.2100219726562,,,,,,,378.2,4.023404255,378.2,4.023404255,,,,,,,,,,,,,,,,,,,Cubs,13620,608348
Heliot Ramos,SFG,147,637,573,147,98,25,2,22,78,80,49,2,150,10,4,1,,6,3,0.257355,0.0773312,0.236034,0.327628,0.324774,0.425176,0.32553,0.749949,0.167821,3.89587,0.309468,-0.229171,-0.858173,81.7181,6.45165,110.977,-1.08734,-3.0443,7.199888586997986,-10.569297552108765,1.82359,218.6300048828125,,,,,,,720.9,4.904081632,720.9,4.904081632,,,,,,,,,,,,,,,,,,,Giants,22515,671218
Ramón Laureano,SDP,128,553,498,121,73,24,2,21,68,71,41,1,150,10,3,1,,9,3,0.2424,0.0740115,0.271044,0.273061,0.310923,0.427013,0.319828,0.737936,0.184613,4.75444,0.301708,-0.464375,-0.421506,68.3823,3.04109,108.417,-0.885881,0.649985,4.630471646785736,-5.275014698505402,1.81645,223.0,,,,,,,619.7,4.84140625,619.7,4.84140625,,,,,,,,,,,,,,,,,,,Padres,17128,657656
Kerry Carpenter,DET,115,497,455,117,68,20,4,25,66,75,32,2,118,6,3,1,,3,2,0.257729,0.0649389,0.236588,0.27448,0.31428,0.481719,0.33945,0.795999,0.22399,4.20937,0.293514,-0.15993,-0.818085,69.3751,10.6507,118.127,-0.978016,-0.453411,9.640428602695465,-9.278410881757736,1.78719,235.77000427246094,,,,,,,630.1,5.479130434,630.1,5.479130434,,,,,,,,,,,,,,,,,,,Tigers,25961,681481
Brandon Lowe,PIT,126,546,492,120,73,23,1,23,69,68,45,1,140,5,4,1,,4,1,0.24326,0.0815459,0.257198,0.317054,0.309728,0.433743,0.320955,0.743472,0.190484,3.57676,0.291035,-0.296502,-0.51387,68.016,3.50189,103.566,-0.810372,-3.85088,1.4972128868103027,-2.3008835315704346,1.77634,186.27999877929688,,,,,,,623.4,4.947619047,623.4,4.947619047,,,,,,,,,,,,,,,,,,,Pirates,18882,664040
Carter Jensen,KCR,99,401,356,87,55,16,3,12,46,47,40,1,104,2,3,1,,4,1,0.244732,0.099368,0.259125,0.383475,0.321819,0.411221,0.319361,0.73304,0.166489,4.74665,0.308352,0.0156526,-0.148579,49.4588,2.05394,101.523,-0.132926,0.376463,0.5870829969644547,2.6014626026153564,1.75353,999.0,,,,,,,438.3,4.427272727,438.3,4.427272727,,,,,,,,,,,,,,,,,,,Royals,29478,695600
Christian Yelich,MIL,146,630,553,141,96,24,1,20,81,80,70,5,153,5,3,0,,17,4,0.255956,0.110657,0.242609,0.456114,0.342864,0.413826,0.329736,0.75669,0.15787,4.67205,0.317176,0.807052,0.553717,82.9717,8.53232,112.22,1.36077,-0.0634986,10.484884977340698,-14.313498608767986,1.75278,126.72000122070312,,,,,,,746.0,5.109589041,746.0,5.109589041,,,,,,,,,,,,,,,,,,,Brewers,11477,592885
Sean Murphy,ATL,94,383,335,74,42,15,0,16,43,48,37,1,104,8,2,1,,0,0,0.22155,0.097384,0.270296,0.360286,0.31302,0.415607,0.317858,0.728627,0.194057,2.07575,0.266343,-0.104853,-0.539439,46.7722,1.49419,102.857,-0.644293,1.74997,0.6532564759254456,2.9999672174453735,1.74128,748.3200073242188,,,,,,,408.3,4.343617021,408.3,4.343617021,,,,,,,,,,,,,,,,,,,Braves,19352,669221
Ha-Seong Kim,ATL,96,413,360,88,62,16,1,9,47,42,44,1,74,4,3,2,,15,4,0.24438,0.106854,0.179265,0.596069,0.329886,0.367671,0.309028,0.697557,0.123291,5.1978,0.282118,0.0279135,0.714874,47.4489,-1.35026,96.8085,0.742787,-0.374675,-0.8194034099578857,4.050325036048889,1.7364,748.1500244140625,,,,,,,430.8,4.4875,430.8,4.4875,,,,,,,,,,,,,,,,,,,Braves,27506,673490
